iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"OMC","OMNICOM GROUP INC","Communication","Equity","11,200,147.20","0.04","11,200,147.20","144,630.00","77.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","11,151,299.72","0.04","11,151,299.72","115,247.00","96.76","United States","NASDAQ","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","11,148,077.10","0.04","11,148,077.10","142,595.00","78.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","11,130,483.20","0.04","11,130,483.20","438,208.00","25.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","11,132,307.20","0.04","11,132,307.20","105,280.00","105.74","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","11,116,820.73","0.04","11,116,820.73","1,049,747.00","10.59","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","11,065,077.10","0.04","11,065,077.10","205,289.00","53.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","10,966,731.84","0.04","10,966,731.84","729,171.00","15.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","10,881,368.25","0.04","10,881,368.25","264,175.00","41.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","10,870,922.40","0.04","10,870,922.40","151,490.00","71.76","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","10,818,875.72","0.04","10,818,875.72","8,089.00","1,337.48","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","10,744,734.00","0.04","10,744,734.00","59,037.00","182.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","10,730,301.64","0.04","10,730,301.64","240,428.00","44.63","United States","NASDAQ","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","10,692,179.16","0.04","10,692,179.16","95,748.00","111.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","10,619,678.16","0.03","10,619,678.16","51,012.00","208.18","United States","NASDAQ","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","10,610,826.70","0.03","10,610,826.70","40,910.00","259.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","10,592,318.52","0.03","10,592,318.52","494,506.00","21.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","10,528,384.00","0.03","10,528,384.00","106,240.00","99.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","10,524,307.75","0.03","10,524,307.75","47,015.00","223.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","10,496,217.60","0.03","10,496,217.60","38,016.00","276.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","10,431,890.49","0.03","10,431,890.49","82,931.00","125.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","10,364,890.83","0.03","10,364,890.83","92,967.00","111.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","10,256,163.20","0.03","10,256,163.20","110,519.00","92.80","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","10,179,510.21","0.03","10,179,510.21","95,287.00","106.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","10,172,108.70","0.03","10,172,108.70","233,038.00","43.65","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","10,133,136.30","0.03","10,133,136.30","19,255.00","526.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","10,129,928.62","0.03","10,129,928.62","37,478.00","270.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","10,114,322.40","0.03","10,114,322.40","352,170.00","28.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","10,085,343.44","0.03","10,085,343.44","142,771.00","70.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","10,080,539.20","0.03","10,080,539.20","1,086,265.00","9.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","10,050,820.80","0.03","10,050,820.80","312,720.00","32.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","10,027,416.52","0.03","10,027,416.52","26,092.00","384.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","9,978,291.48","0.03","9,978,291.48","122,268.00","81.61","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","9,947,930.40","0.03","9,947,930.40","38,160.00","260.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","9,919,124.92","0.03","9,919,124.92","157,172.00","63.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","9,904,246.08","0.03","9,904,246.08","64,014.00","154.72","United States","NASDAQ","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","9,861,589.20","0.03","9,861,589.20","130,964.00","75.30","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","9,840,532.25","0.03","9,840,532.25","64,847.00","151.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","9,813,856.32","0.03","9,813,856.32","143,856.00","68.22","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","9,808,980.80","0.03","9,808,980.80","357,992.00","27.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","9,800,242.66","0.03","9,800,242.66","28,277.00","346.58","United States","NASDAQ","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","9,782,173.54","0.03","9,782,173.54","195,214.00","50.11","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","9,768,489.85","0.03","9,768,489.85","112,217.00","87.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","9,735,355.49","0.03","9,735,355.49","42,077.00","231.37","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","9,710,502.89","0.03","9,710,502.89","227,359.00","42.71","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","9,691,300.74","0.03","9,691,300.74","149,074.00","65.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","9,645,129.52","0.03","9,645,129.52","184,808.00","52.19","United States","NASDAQ","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","9,600,765.00","0.03","9,600,765.00","116,500.00","82.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNHI","CNH INDUSTRIAL NV","Industrials","Equity","9,576,516.53","0.03","9,576,516.53","716,269.00","13.37","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","9,573,500.00","0.03","9,573,500.00","306,352.00","31.25","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","9,541,594.16","0.03","9,541,594.16","114,793.00","83.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","9,526,129.20","0.03","9,526,129.20","252,014.00","37.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","9,499,304.40","0.03","9,499,304.40","37,517.00","253.20","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","9,465,447.63","0.03","9,465,447.63","101,159.00","93.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","9,448,053.00","0.03","9,448,053.00","181,275.00","52.12","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","9,344,115.00","0.03","9,344,115.00","72,435.00","129.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","9,296,290.08","0.03","9,296,290.08","111,788.00","83.16","United States","NASDAQ","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","9,290,295.63","0.03","9,290,295.63","336,483.00","27.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","9,275,548.56","0.03","9,275,548.56","122,498.00","75.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","9,234,856.96","0.03","9,234,856.96","242,512.00","38.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","9,214,981.02","0.03","9,214,981.02","242,883.00","37.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","9,216,812.85","0.03","9,216,812.85","72,705.00","126.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","9,212,261.75","0.03","9,212,261.75","275,075.00","33.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","9,130,005.72","0.03","9,130,005.72","45,207.00","201.96","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","9,059,813.28","0.03","9,059,813.28","164,664.00","55.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","9,038,388.24","0.03","9,038,388.24","65,772.00","137.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","8,955,698.64","0.03","8,955,698.64","138,719.00","64.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","8,931,950.96","0.03","8,931,950.96","188,996.00","47.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","8,904,676.50","0.03","8,904,676.50","164,475.00","54.14","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,896,824.27","0.03","8,896,824.27","186,399.00","47.73","United States","NASDAQ","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,895,084.89","0.03","8,895,084.89","93,113.00","95.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","8,854,815.33","0.03","8,854,815.33","219,777.00","40.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","8,839,318.50","0.03","8,839,318.50","159,267.00","55.50","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","8,833,664.66","0.03","8,833,664.66","23,393.00","377.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","8,797,353.60","0.03","8,797,353.60","244,032.00","36.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","8,782,114.00","0.03","8,782,114.00","24,490.00","358.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","8,750,207.25","0.03","8,750,207.25","133,083.00","65.75","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","8,746,524.80","0.03","8,746,524.80","100,720.00","86.84","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","8,709,394.83","0.03","8,709,394.83","203,443.00","42.81","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","8,680,447.92","0.03","8,680,447.92","883,956.00","9.82","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","8,670,388.72","0.03","8,670,388.72","253,817.00","34.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","8,664,973.80","0.03","8,664,973.80","284,564.00","30.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","8,654,494.66","0.03","8,654,494.66","50,617.00","170.98","United States","NASDAQ","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,593,707.54","0.03","8,593,707.54","129,151.00","66.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","8,591,744.00","0.03","8,591,744.00","114,176.00","75.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","8,491,677.10","0.03","8,491,677.10","134,065.00","63.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","8,469,222.54","0.03","8,469,222.54","515,787.00","16.42","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,420,299.02","0.03","8,420,299.02","54,258.00","155.19","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","8,414,274.12","0.03","8,414,274.12","492,639.00","17.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","8,363,390.92","0.03","8,363,390.92","129,826.00","64.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","8,346,752.49","0.03","8,346,752.49","448,509.00","18.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","8,323,130.50","0.03","8,323,130.50","302,110.00","27.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","8,304,993.31","0.03","8,304,993.31","177,041.00","46.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","8,293,047.75","0.03","8,293,047.75","132,795.00","62.45","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","8,285,855.60","0.03","8,285,855.60","193,640.00","42.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","8,118,717.60","0.03","8,118,717.60","95,830.00","84.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","8,060,450.97","0.03","8,060,450.97","135,447.00","59.51","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","8,057,226.87","0.03","8,057,226.87","113,211.00","71.17","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","8,016,568.56","0.03","8,016,568.56","209,748.00","38.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
